code,ticker,conm,n
18699690,RENN,RENREN INC,536
18707490,DATE,JIAYUAN.COM INTL LTD,537
18716590,FENG,PHOENIX NEW MEDIA LTD  -ADR,538
18732190,TAOM,TAOMEE HOLDINGS LTD -ADR,539
18741390,XNET,XUNLEI LTD  -ADS,540
20051290,SUZ,SUZANO SA,541
20066490,BGA,BBVA COLUMBIA SA,542
20085690,BVN,MINAS BUENAVENTURA SA,543
20108890,CLL,CELLTECH GROUP PLC,544
20114090,ABEV,AMBEV SA,545
20130090,MCM.1,CONTROLADORA COMERCIAL MEX,546
20133690,CRESY,CRESUD SACIFYA,547
20139590,TSM,TAIWAN SEMICONDUCTOR MFG CO,548
20139591,TSM.P,TAIWAN SEMICONDUCTOR MFG CO,549
20170690,DRD,DRDGOLD LTD,550
20179291,EBR,ELETROBRAS-CENTR ELETR BRAS,551
20348090,SKM,SK TELECOM CO LTD,552
20389093,TTM,TATA MOTORS LTD,553
20394491,OIBR.C,OI SA,554
20420390,CPAC,CEMENTOS PACASMAYO SAA,555
20445990,SAE,SHUFERSAL LTD,556
20486790,WIT,WIPRO LTD,557
20505190,MAV.1,MAVESA SA,558
20569292,GOLD.3,RANDGOLD RESOURCES LTD,559
20577491,HCB,H & CB,560
20580990,ZNH,CHINA SOUTHERN AIRLINES,561
20587490,SBS,COMPANHIA DE SANEAMENTO,562
20594290,BRFS,BRF SA,563
20621190,FORTY,FORMULA SYSTEMS (1985) LTD,564
20725790,SLN,SILENCE THERAPEUTICS PLC,565
20805790,SID,COMPANHIA SIDERURGICA NACION,566
20805990,SDT.2,SIDERCA SAIC,567
20806892,SPIL,SILICONWARE PRECISION INDS,568
20806893,SPILA,SILICONWARE PRECISION INDS,569
20829790,SELA,SELECT APPOINTMENTS,570
20832390,VEDL,VEDANTA LTD,571
20934190,UMC,UNITED MICROELECTRONICS CORP,572
20938291,VALE,VALE SA,573
21041891,ABB,ABB LTD,574
21060790,ASL.2,ASHANTI GOLDFIELDS CO LTD,575
21100990,INFY,INFOSYS LTD,576
21155990,OPT,OPTHEA LTD,577
21173290,BMA,BANCO MACRO SA,578
21179090,NERAY,NERA AS,579
21181990,NGG,NATIONAL GRID,580
21234090,SHPG,SHIRE PLC,581
21278290,FMS,FRESENIUS MEDICAL CARE AG&CO,582
21295090,PAM,PAMPA ENERGIA SA,583
21328890,ERJ,EMBRAER SA,584
21341290,ASX,ASE TECHNOLOGY HLDNG CO,585
21341295,ASX.P,ASE TECHNOLOGY HLDNG CO,586
21980690,IBN.1,ICICI BANK LTD - OLD,587
22023590,CTRL.2,CENTAUR MINING & EXPLORATION,588
22047490,PZE,PETROBRAS ARGENTINA SA,589
22050790,IMY,GRUPO IMSA SA DE CV,590
22050892,MSK.1,GRUPO INDUSTRIAL MASECA,591
22054690,EQNR,EQUINOR ASA,592
22076290,GLH,GALLAHER GROUP PLC,593
22094090,ORAN,ORANGE,594
22126190,OCCH,COCA-COLA HBC AG,595
22154590,IBA,INDUSTRIAS BACHOCO SAB DE CV,596
22163190,RCO.1,SEAENERGY PLC,597
22211190,PBR.A,PETROLEO BRASILEIRO SA- PETR,598
22211192,PBR,PETROLEO BRASILEIRO SA- PETR,599
22228690,TLTOB,TELE2 AB,600
22228691,TLTOA.1,TELE2 AB,601
22235793,CIG.C,CIA ENERGETICA DE MINAS,602
22263890,TSU,TIM PARTICIPACOES SA,603
22264891,VIV,TELEFONICA BRASIL SA,604
22300790,SMV.B,SMEDVIG A/S,605
22300791,SMV.A,SMEDVIG A/S,606
22308292,SLT.1,STERLITE INDUSTRIES (INDIA),607
22309891,RDY,DR REDDY'S LABORATORIES LTD,608
22314890,IC.D,ICICI BANK LTD,609
22314891,IBN,ICICI BANK LTD,610
22508890,ISHP,INTERSHOP COMMUNICATIONS AG,611
22547690,SDA.1,SADIA SA,612
23101691,MOR,MORPHOSYS AG,613
23213590,PHAR,PHARMING GROUP NV,614
23303890,DLGS,DIALOG SEMICONDUCTOR PLC,615
23782091,AENZ,AENZA S.A.A,616
23935691,PRIS.B,PROMOTORA DE INFORMACIONES,617
24006691,TLSA,TIZIANA LIFE SCIENCES PLC,618
24115990,CHT,CHUNGHWA TELECOM LTD,619
24121690,SYT,SYNGENTA AG,620
24121691,SYT.P,SYNGENTA AG,621
24133590,XTLB,XTL BIOPHARMACEUTICALS,622
24136690,BCH,BANCO DE CHILE,623
24163790,BUD,ANHEUSER-BUSCH INBEV,624
24297791,AUO.P.,AU OPTRONICS CORP,625
24297792,AUO.T,AU OPTRONICS CORP,626
24358890,BSMX,BANCO SANTANDER MEXICO -ADR,627
24520791,GMAB,GENMAB AS,628
24539790,BITI,BIOTIE THERAPIES CORP,629
24601090,GENE,GENETIC TECHNOLOGIES LTD,630
24737490,IMRN,IMMURON LTD,631
24788190,GWPH,GW PHARMACEUTICALS PLC,632
24813690,MFG,MIZUHO FINANCIAL GROUP INC,633
24950790,ATHE,ALTERITY THERAPEUTICS LTD,634
25281990,WF,WOORI FINANCIAL GROUP INC,635
25294090,MUFG,MITSUBISHI UFJ FINANCIAL GRP,636
25335590,RCEL.1,AVITA MEDICAL INC,637
25350190,PLL,PIEDMONT LITHIUM LTD,638
25352390,IMMP,IMMUTEP LTD,639
25433890,CHA,CHINA TELECOM CORP LTD,640
25438190,BNTC.1,BENITEC BIOPHARMA LTD,641
25866491,ITCB,ITAU CORPBANCA,642
25950390,LFC,CHINA LIFE INSURANCE (CHN),643
26632090,SNDA,SHANDA INTERACTIVE-ADR,644
26705490,EDN,EMPRESA DISTRIBUIDORA Y COM,645
26705990,LOMA,LOMA NEGRA C.I.A.S.A.,646
26820890,LXFR.1,LUXFER HOLDINGS PLC,647
26900590,CPL,CPFL ENERGIA SA,648
27015190,CSRE,CSR PLC,649
27028190,MTL,MECHEL PAO,650
27050990,NTCO,NATURA &CO HOLDING SA,651
27070590,HIMX,HIMAX TECHNOLOGIES INC,652
27135790,SMMT.2,SUMMIT THERAPEUTICS PLC,653
27160790,MESO,MESOBLAST LTD,654
27283890,SNDE.1,SUNDANCE ENERGY AUSTRALIA,655
27287290,GLPG,GALAPAGOS NV,656
27296191,MFGP,MICRO FOCUS INTL PLC,657
27441191,ABCM,ABCAM,658
27579990,MDGS,MEDIGUS,659
27748790,LND,BRASILAGRO CIA BRAS DE PROP,660
27781291,GRFS,GRIFOLS SA,661
27815390,HCM,HUTCHISON CHINA MEDITECH LTD,662
27823990,RLM,REALM THERAPEUTICS PLC,663
27943190,SOL,RENESOLA LTD,664
28142090,IPHA,INNATE PHARMA SA,665
28236390,BFRA,BIOFRONTERA AG,666
28260890,CLLS,CELLECTIS SA,667
28271590,BLRX,BIOLINE RX LTD,668
28300690,ITMR,ITAMAR MEDICAL LTD,669
28346390,TIG.2,TIGENIX NV,670
28435390,GNFT,GENFIT,671
28445390,VRNA,VERONA PHARMA PLC,672
28469990,ADXN,ADDEX THERAPEUTICS LTD,673
28517490,FTEO,FRONTEO INC,674
28531390,BSBR,BANCO SANTANDER BRASIL  -ADR,675
28601790,MZOR,MAZOR ROBOTICS LTD,676
28721890,ABLX,ABLYNX NV,677
28725290,MIXT,MIX TELEMATICS LTD,678
28788290,EC,ECOPETROL SA,679
29097790,BWAY,BRAINSWAY LTD,680
29175890,PPBT,PURPLE BIOTECH LTD,681
29188190,CANF,CAN FITE BIOPHARMA,682
29204390,ANCN,ANCHIANO THERAPEUTICS LTD,683
29591791,ZEAL,ZEALAND PHARMA AS,684
29669790,VLRS,CONTROLADORA VUELA COMPANIA,685
29688590,RDHL,REDHILL BIOPHARMA LTD,686
29709490,BVXV,BIONDVAX PHARMACEUTICALS,687
29709590,CLGN,COLLPLANT BIOTECHNOLOGIES LT,688
29743490,SFET,SAFE-T GROUP LTD,689
29750790,FRSX,FORESIGHT AUTONOMOUS,690
29751090,APOP,CELLECT BIOTECHNOLOGY LTD,691
30010790,NNDM,NANO DIMENSION LTD,692
30898990,TLC,TAIWAN LIPOSOME CO LTD,693
31207990,DBVT,DBV TECHNOLOGIES,694
31396690,NBTX,NANOBIOTIX SA,695
31453690,PNRLY,PARINGA RESOURCES LTD,696
31491790,LINX,LINX SA,697
31525890,ERYP,ERYTECH PHARMA SA,698
31562990,IMOS,CHIPMOS TECHNOLOGIES INC,699
31563990,CYAD,CELYAD ONCOLOGY SA,700
31800590,ARGX,ARGEN-X SE,701
31881590,MTP,MIDATECH PHARMA PLC,702
31950790,MTFB,MOTIF BIO PLC,703
31991790,PRTC,PURETECH HEALTH PLC,704
32146790,WKEY,WISEKEY INTERNATIONAL HOLD,705
32176490,MREO,MEREO BIOPHARMA GROUP PLC,706
32347690,IVA,INVENTIVA SA,707
32468490,ASLN,ASLAN PHARMACEUTIC,708
32521190,VIST,VISTA OIL & GAS CO,709
32586790,ORPH,ORPHAZYME A/S,710
32756490,CALT,CALLIDITAS THERAPE,711
32914190,RNLX,RENALYTIX AI PLC,712
33396090,AMYT,AMRYT PHARMA PLC,713
34381290,TIMB,TIM SA,714
