code,ticker,conm,n
17742301,FNX,FIRST TR MID CP CORE ALPHADX,442
17766301,PIO,INVESCO GLOBAL WATER ETF,443
17775201,KSF,CLAYMORE/KLD SUDAN FR LRG CP,444
17778401,JNR,CLAYMORE/CLEAR GLBL VAC ETF,445
17781601,GKA,AMERISTOCK/RYAN 1 YEAR TREAS,446
17781701,GKE,AMERISTOCK/RYAN 20 YEAR TREA,447
17781801,GKC,AMERISTOCK/RYAN 5 YEAR TREAS,448
17781901,GKD,AMERISTOCK/RYAN 10 YEAR TREA,449
17782001,GKB,AMERISTOCK/RYAN 2 YEAR TREAS,450
17783901,CLV.1,CLAYMORE/ROBECO BOSTON PARTN,451
17857001,PLW,INVESCO 1-30 LADDERD TRY ETF,452
17891101,IFAS,ISHARES ASIA DEV REAL ESTATE,453
17891201,IFEU,ISHARES EUR DEV REAL EST ETF,454
17891301,IFGL,ISHARES INTL DEV REAL ESTATE,455
17891401,IFNA,ISHARES N AM REAL ESTATE ETF,456
17891501,IEUS,ISHARES MSCI EUROPE SMCP ETF,457
17891801,AIA,ISHARES ASIA 50 ETF,458
17910301,SCZ,ISHARES MSCI EAFE SM-CAP ETF,459
17910501,IGF,ISHARES GLOBAL INFRSTRUCTURE,460
17915101,EMB,ISHARES JPMORGAN USD EMG MKT,461
17919101,PIZ,INVESCO DWA DEVD MKT MOM ETF,462
17919201,PIE,INVESCO DWA EMRG MKT MOM ETF,463
17928701,PQBW,POWERSHARES NASDAQ-100 BUYWT,464
17931201,BJK,VANECK VECTORS GAMING ETF,465
17971601,ACWI,ISHARES MSCI ACWI ETF,466
17971701,ACWX,ISHARES MSCI ACWI EX US ETF,467
17972401,TUR,ISHARES MSCI TURKEY ETF,468
17977301,PNXQ,POWERSHARES NXQ PORTFOLIO,469
17977401,PQSC,POWERSHARES FTSE NASDAQ SMCP,470
18019801,PNQI,INVESCO NASDAQ INTERNET ETF,471
18021001,PMNA,POWERSHARES MENA FRONTIER CT,472
18030401,WOOD,ISHARES GBL TIMBER/FORST ETF,473
18030501,FCHI,ISHARES FTSE CHINA ETF,474
18030601,ICLN,ISHARES GLBL CLEAN ENRGY ETF,475
18030701,NUCL,ISHARES GBL NUCLEAR ENRG ETF,476
18035701,PWND,POWERSHARES GLOBAL WIND ENRY,477
18044301,GULF,WISDOMTREE MIDDLE EAST DIV,478
18066901,AAXJ,ISHARES MSCI AC ASIA EX JAPN,479
18084001,PAGG,INVESCO GLOBAL AGRICULTR ETF,480
18084101,PBTQ,POWERSHARES II GLOBAL BIOTEC,481
18084201,PKOL,POWERSHARES II GLOBAL COAL,482
18084301,PSAU,INVESCO GBL GOLD & PR MT ETF,483
18084401,PSTL.1,POWERSHARES II GLOBAL STEEL,484
18084501,PTRP,POWERSHARES II PROG TRANSN,485
18228401,IGOV,ISHARES INTL TREASURY BD ETF,486
18228501,ISHG,ISHARES 1-3 YR INTL TRSY ETF,487
18317401,EMIF,ISHARES EMRG MRKT INFRST ETF,488
18321601,QABA,FIRST TR NASDAQ ABA CMNTY BK,489
18387001,GRID,FIRST TRUST NASDAQ OMX CLEAN,490
18390001,INDY,ISHARES INDIA 50 ETF,491
18390601,VCIT,VANGUARD SCTTSDL INTRM-CP BD,492
18390701,VCLT,VANGUARD SCTTSDL LNG-CP BD,493
18390801,VCSH,VANGUARD SCTTSDL SHT-CP BD,494
18390901,VGIT,VANGUARD SCTTSDL INTRM-GV BD,495
18391001,VGLT,VANGUARD SCTTSDL LNG-GV BD,496
18391101,VGSH,VANGUARD SHORT TERM GOVT BD,497
18391201,VMBS,VANGUARD SCTTSDL MTG-BKD SEC,498
18419101,AXFN,ISHARES MSCI ACWI EX US FINL,499
18419201,EMFN,ISHARES MSCI EM MK FINLS ETF,500
18419301,EMMT,ISHARES MSCI EM MATRLS ETF,501
18419401,EUFN,ISHARES MSCI EUROPE FINL ETF,502
18419601,FEFN,ISHARES MSCI FAR EAST FINL,503
18430601,SQQQ,PROSHARES ULTRAPRO SHRT QQQ,504
18430701,TQQQ,PROSHARES ULTRAPRO QQQ,505
18449901,FTRI,FIRST TR INDXX GLBL NATL RES,506
18450101,FTAG,FIRST TRUST INDXX GLBL AGRI,507
18462301,PSCM,INVESCO S&P SMCP MATERIALS,508
18462401,PSCE,INVESCO S&P SMALLCAP ENERGY,509
18462501,PSCF,INVESCO EXCHANGES&P SMALLCAP,510
18462601,PSCI,INVESCO S&P SMALCAP INDS ETF,511
18462701,PSCT,INVESCO S&P SMCP INFO TECH,512
18462801,PSCC,INVESCO S&P SMCP CONS STPLES,513
18462901,PSCU,INVESCO S&P SCP UTS & CM SVS,514
18463001,PSCH,INVESCO S&P SMCP HLTH CARE,515
18463101,PSCD,INVESCO S&P SMCP CONSR DISCR,516
18464901,BIB,PROSHARES ULTR NASDAQ BIOTEC,517
18465001,BIS,PROSHARES ULTRSH NSDQ BIOTEC,518
18466601,BICK,FIRST TRUST BICK INDEX FUND,519
18549901,ENZL,ISHARES MSCI NEW ZEALAND ETF,520
18559401,VONE,VANGUARD RUSS1000 INDEX ETF,521
18559501,VONG,VANGUARD RUSS1000 GROWTH ETF,522
18559601,VONV,VANGUARD RUSS1000 VALUE ETF,523
18559701,VTHR,VANGUARD RUSS3000 INDEX ETF,524
18559801,VTWV,VANGUARD RUSS2000 VALUE ETF,525
18559901,VTWG,VANGUARD RUSS2000 GROWTH ETF,526
18560001,VTWO,VANGUARD RUSS2000 INDEX ETF,527
18563001,EWZS,ISHARES MSCI BRAZIL SM-CAP,528
18582801,VNQI,VANGUARD GLOBAL EX-US RE ETF,529
18603401,KBWY,INVESCO KBW PRM YLD EQ R ETF,530
18603501,KBWD,INVESCO KBW HG DIV YIELD ETF,531
18603701,KBWP,INVESCO EXCH TRADED KWB &CAS,532
18634001,VXUS,VANGUARD TOTAL INTL STK ETF,533
18653501,NXTG,FIRST TRUST INDXX NEXTG ETF,534
18682501,MCHI,ISHARES MSCI CHINA ETF,535
18700101,FNK,FIRST TR MID CAP VAL ALPHDEX,536
18700201,FNY,FIRST TR MID CAP GR ALPHADEX,537
18700301,FYT,FIRST TR SM CAP VAL ALPHADEX,538
18700401,FYC,FIRST TR SM CAP GR ALPHADEX,539
18700501,FDT,FIRST TR DEV MKT EX ALPHADEX,540
18700701,FEM,FIRST TR EM MKTS ALPHADEX,541
18701101,FEP,FIRST TR EUROPE ALPHADEX,542
18701301,FLN,FIRST TR LATIN AMER ALPHADEX,543
18701401,FPA,FIRST TR ASIA PAC EX ALPHDEX,544
18701501,FBZ,FIRST TR BRAZIL ALPHADEX FD,545
18701601,FCA,FIRST TR CHINA ALPHADEX FD,546
18701701,FKO,FIRST TR S KOREA ALPHADEX,547
18701801,FJP,FIRST TR JAPAN ALPHADEX FD,548
18715301,CARZ,FIRST TR NASDAQ GLOBAL AUTO,549
18721101,FMK,FIRST TR MEGA CAP ALPHADEX,550
18758001,SKYY,FIRST TR CLOUD COMPUTING,551
18956801,SCLP,RUSSELL SMALL CAP LW P/E ETF,552
18985601,SCOG,RUSSELL SMALL CAP CNSTNT GRW,553
18985901,SGGG,RUSSELL SMALL CAP AGGRSSV GW,554
19196401,KBWB,INVESCO KBW BANK ETF,555
19196501,KBWR,INVESCO KBW REGINL BANKG ETF,556
19555601,SOCL,GLOBAL X SOCIAL MEDIA ETF,557
19875501,QQQM.1,GLOBAL X NASDAQ 400 MID ETF,558
19875601,QQQV,GLOBAL X NASDAQ 500 ETF,559
